id,author,message,timestamp,chat_room_id,recipient,message_status,is_deleted,is_edited
339,visitor,"",2024-10-25 07:25:12.028745,,,sent,f,f
340,411185003,123,2024-10-25 07:25:28.371156,,,sent,f,f
341,411185003,123,2024-10-25 07:25:31.606378,,,sent,f,f
342,411185003,456,2024-10-25 07:25:34.666039,,,sent,f,f
343,411185003,fdhfdh,2024-10-25 07:25:37.821912,,,sent,f,f
344,411185003,f,2024-10-25 07:26:31.943945,,,sent,f,f
345,411185003,gdsgadsg,2024-10-25 07:26:34.37144,,,sent,f,f
346,411185003,esgsdgsdg,2024-10-25 07:26:36.466759,,,sent,f,f
347,411185003,cvxczbbvb,2024-10-25 07:26:40.584587,,,sent,f,f
348,visitor,"",2024-10-25 07:27:24.729968,,,sent,f,f
349,visitor,"",2024-10-25 07:27:25.7919,,,sent,f,f
350,411185003,"",2024-10-25 07:30:50.957108,,,sent,f,f
351,411185003,"",2024-10-25 07:31:18.736944,,,sent,f,f
352,411185003,piyan,2024-10-25 07:31:18.749128,,,sent,f,f
353,411185003,"",2024-10-25 07:31:20.814022,,,sent,f,f
354,411185003,dfdfs,2024-10-25 07:31:20.812661,,,sent,f,f
355,411185003,"",2024-10-25 07:31:24.189233,,,sent,f,f
356,411185003,sdfsfsdf,2024-10-25 07:31:24.191541,,,sent,f,f
357,411185003,fdgfgdhfhsd,2024-10-25 07:31:39.829781,,,sent,f,f
358,411185003,dsgagasgasdgs,2024-10-25 07:31:41.841228,,,sent,f,f
359,411185003,bcbzxbxbcx,2024-10-25 07:31:44.407465,,,sent,f,f
360,411185003,gsagasgdg,2024-10-25 07:31:48.454495,,,sent,f,f
361,411185003,"",2024-10-25 07:31:48.829225,,,sent,f,f
362,411185003,dgsaggscb,2024-10-25 07:31:51.545253,,,sent,f,f
363,411185003,"",2024-10-25 07:31:51.547558,,,sent,f,f
364,abcd,"",2024-10-25 07:32:25.600929,,,sent,f,f
365,abcd,"",2024-10-25 07:32:25.948517,,,sent,f,f
366,abcd,fasfsafa,2024-10-25 07:32:26.90189,,,sent,f,f
367,abcd,asfafadc,2024-10-25 07:32:29.809785,,,sent,f,f
368,abcd,"",2024-10-25 07:32:29.829974,,,sent,f,f
369,abcd,"",2024-10-25 07:32:29.831042,,,sent,f,f
370,visitor,ved,2024-10-25 07:33:04.0282,,,sent,f,f
371,visitor,vd,2024-10-25 07:33:18.107727,,,sent,f,f
372,visitor,"",2024-10-25 07:33:18.882839,,,sent,f,f
373,abcd,"",2024-10-25 07:34:35.919662,,,sent,f,f
374,abcd,"",2024-10-25 07:34:35.947055,,,sent,f,f
375,abcd,edfdf,2024-10-25 07:34:36.275552,,,sent,f,f
376,abcd,safasfaf,2024-10-25 07:34:39.173783,,,sent,f,f
377,abcd,"",2024-10-25 07:34:39.174263,,,sent,f,f
378,abcd,"",2024-10-25 07:34:40.468686,,,sent,f,f
379,411185003,"",2024-10-25 07:34:54.762213,,,sent,f,f
380,411185003,"",2024-10-25 07:34:55.10808,,,sent,f,f
381,411185003,hello,2024-10-25 07:34:56.134177,,,sent,f,f
382,411185003,"",2024-10-25 07:34:56.137562,,,sent,f,f
383,411185003,"",2024-10-25 07:35:29.21991,,,sent,f,f
384,visitor,sdfsfdfsf,2024-10-25 07:35:45.109399,,,sent,f,f
385,visitor,sdfsdfsdf,2024-10-25 07:35:47.590847,,,sent,f,f
386,visitor,dsfsdf,2024-10-25 07:36:08.861975,,,sent,f,f
387,visitor,"",2024-10-25 07:36:08.871732,,,sent,f,f
388,visitor,"",2024-10-25 07:36:13.609053,,,sent,f,f
389,visitor,"",2024-10-25 07:36:13.954938,,,sent,f,f
390,visitor,dsfsfdfsd,2024-10-25 07:36:14.894465,,,sent,f,f
391,abcd,sdd,2024-10-25 07:36:44.05624,,,sent,f,f
392,abcd,sadadadasd,2024-10-25 07:36:46.48575,,,sent,f,f
393,visitor,nj,2024-10-25 07:37:06.617541,,,sent,f,f
394,visitor,nk,2024-10-25 07:37:10.320819,,,sent,f,f
395,visitor,in,2024-10-25 07:37:21.971585,,,sent,f,f
396,visitor,"",2024-10-25 07:37:22.710028,,,sent,f,f
397,visitor,nj,2024-10-25 07:39:18.421723,,,sent,f,f
398,visitor,nj,2024-10-25 07:39:26.339227,,,sent,f,f
399,visitor,nj,2024-10-25 07:39:36.566819,,,sent,f,f
400,visitor,"",2024-10-25 07:39:37.388561,,,sent,f,f
401,visitor,ni,2024-10-25 07:40:11.437863,,,sent,f,f
402,visitor,"",2024-10-25 07:40:11.5092,,,sent,f,f
403,visitor,dw,2024-10-25 07:41:24.035116,,,sent,f,f
404,visitor,km,2024-10-25 07:41:34.209766,,,sent,f,f
405,visitor,"",2024-10-25 07:41:34.982518,,,sent,f,f
406,visitor,fda,2024-10-25 07:45:26.978482,,,sent,f,f
407,visitor,mk,2024-10-25 07:45:40.762576,,,sent,f,f
408,visitor,"",2024-10-25 07:45:41.538563,,,sent,f,f
409,test,4567,2024-10-25 07:46:02.260972,,,sent,f,f
410,test,4567,2024-10-25 07:46:03.937027,,,sent,f,f
411,test,4567,2024-10-25 07:46:04.477775,,,sent,f,f
412,test,4567,2024-10-25 07:46:04.877997,,,sent,f,f
413,test,4567,2024-10-25 07:46:05.363619,,,sent,f,f
414,visitor,fe,2024-10-25 07:47:45.741116,,,sent,f,f
415,visitor,fe,2024-10-25 07:47:53.833848,,,sent,f,f
416,visitor,"",2024-10-25 07:47:54.595777,,,sent,f,f
417,visitor,ds,2024-10-25 07:49:30.301873,,,sent,f,f
418,visitor,ds,2024-10-25 07:49:37.373823,,,sent,f,f
419,visitor,"",2024-10-25 07:49:38.162875,,,sent,f,f
420,visitor,nj,2024-10-25 07:50:50.851222,,,sent,f,f
421,abcd,"",2024-10-25 07:50:57.514997,,,sent,f,f
422,visitor,ijon,2024-10-25 07:50:57.51903,,,sent,f,f
423,visitor,"",2024-10-25 07:50:58.355793,,,sent,f,f
424,411185003,weqeqweq,2024-10-25 07:51:14.579688,,,sent,f,f
425,111,"",2024-10-25 07:51:47.371449,,,sent,f,f
426,111,"",2024-10-25 07:51:50.847065,,,sent,f,f
427,visitor,fe,2024-10-25 07:55:37.249037,,,sent,f,f
428,visitor,rfe,2024-10-25 07:55:43.964523,,,sent,f,f
429,a,e3,2024-11-01 05:11:42.597552,,,sent,f,f
